episode,steps,wall_time,sim_time,termination_reason_raw,termination_reason_bucket,reward_mean,reward_total,episode_reward,reward_p95,reward_abs_mean,vehicle_sr,task_sr,subtask_sr,task_duration_mean,task_duration_p95,completed_tasks,mean_cft_est,episode_time_seconds,energy_mean,energy_p95,t_tx_mean,dT_eff_mean,deadline_misses,deadline_miss_rate,ratio_local,ratio_rsu,ratio_v2v,decision_frac_local,decision_frac_rsu,decision_frac_v2v,avg_power,avg_rsu_queue,rsu_queue_p95,power_ratio_mean,power_ratio_p95,I_total_p50,I_total_p95,I_caused_mean,I_caused_p95,trust_failure_rate,rho_selected_p10,uncertainty_selected_p90,tx_created,same_node_no_tx,service_rate_ghz,idle_fraction,time_limit_rate,illegal_action_rate,illegal_action_ratio,no_task_rate,on_task_rate,has_task_available_rate,unified_illegal_trigger_rate,hard_trigger_rate,r_margin,r_margin_raw,r_margin_norm,abs_ratio_r_time,abs_ratio_r_energy,abs_ratio_r_interf,abs_ratio_r_term,abs_ratio_r_margin,margin_valid_count,margin_skip_count,reward_clip_hit_count,reward_clip_hit_rate,abs_ratio_basis,actor_loss,critic_loss,critic_loss_raw_mean,normalized_value_loss,entropy,approx_kl,clip_frac,grad_norm,active_ratio,actor_update_active_frac,value_clip_fraction,critic_loss_active,critic_loss_inactive,ppo_epochs_executed,num_minibatches_executed,mb_kl_max,mb_kl_p95,early_stop_epoch_idx,early_stop_batch_idx,skipped_update_count,early_stop,lr,bias_rsu,bias_local
797,26,1.9975481033325195,2.6,idle,terminated,0.033391691744327545,0.8681841024419643,0.8681841024419643,0.1509401872754097,0.036363814026117325,0.85,0.85,0.9399141630901288,1.9588235294117653,2.600000000000001,17,2.715960857868196,2.600000000000001,0.11806507295962873,0.5935318502185385,0.03887577094146761,-0.029308999180793698,3,0.15,0.004524886877828055,0.995475113122172,0.0,0.004524886877828055,0.995475113122172,0.0,0.5812277943827212,3.8076923076923075,10.75,0.5813843026570616,0.9227003395557404,4.5602277162770655e-11,2.9723817296378717e-10,1.0097379182782973e-10,3.20089652006139e-10,0.0,0.800000011920929,0.20000000298023224,220,1,31.055892930221773,0.0769230769230769,0.0,0.0,0.0,0.575,0.42500000000000004,0.42500000000000004,0.0,0.0,0.0234609535126001,0.011571334336392456,0.07820317837533361,0.04017074144492072,0.0,0.0,0.8369402633989801,0.11418001398573122,221,299,0,0.0,unified_latency_centric_excl_energy_interf,-0.00862578973174095,1.0181709706783295,1.0181709706783295,1.0181709587574006,0.5127852857112885,0.004487139929551631,0.03595193848013878,0.43886668384075167,0.425,0.423828125,0.0,0.9939895331859588,1.1047560632228852,5,10,0.024572579190135002,0.019162926962599146,-1,-1,0,False,0.00013966745921874994,0.0,0.072745
798,27,1.956110954284668,2.7,idle,terminated,0.043366484344005585,1.170895006320478,1.170895006320478,0.2195464313030242,0.04546460136771202,0.95,0.95,0.9838709677419355,1.847368421052632,2.5200000000000005,19,2.7442443156242384,2.700000000000001,0.08759000871607243,0.6091532038272482,0.019251736262878037,-0.025187421816366615,1,0.05,0.012244897959183673,0.9836734693877551,0.004081632653061225,0.012244897959183673,0.9836734693877551,0.004081632653061225,0.560483578523552,3.111111111111111,8.0,0.5609349485125337,0.9055760204792023,1.0124384317022894e-10,2.826041067827134e-10,1.0597416000290849e-10,3.9325257633615596e-10,0.0,0.800000011920929,0.20000000298023224,242,3,39.86839402399999,0.25925925925925924,0.0,0.0,0.0,0.5462962962962963,0.4537037037037037,0.4537037037037037,0.0,0.0,0.02985199204953736,0.018571462357333333,0.0995066401651245,0.03264340436789776,0.0,0.0,0.8649903082923913,0.0948105921351664,245,295,0,0.0,unified_latency_centric_excl_energy_interf,0.0003384699113667011,1.3404659986495973,1.3404659986495973,1.340466022491455,0.543687829375267,0.004955159465316683,0.017272185627371074,1.0719717860221862,0.4537037037037037,0.454296875,0.0,1.4667053461074828,0.8156338691711426,5,10,0.016876984387636185,0.016120854159817097,-1,-1,0,False,0.00013966745921874994,0.0,0.072718
799,32,2.2126216888427734,3.2,idle,terminated,0.044737040996551514,1.4315852125135324,1.4315852125135324,0.17856250032782553,0.047758135944604874,0.8,0.8,0.9760956175298805,1.7235294117647064,2.4,17,3.3193973493576068,3.2000000000000015,0.06595343202235152,0.44484005076859523,0.01611082120615731,-0.03303110593929893,4,0.2,0.004081632653061225,0.9959183673469387,0.0,0.004081632653061225,0.9959183673469387,0.0,0.5609121188666905,2.3125,6.449999999999999,0.5613917418498927,0.908770090341568,0.0,2.8021378134512884e-10,8.155481845406598e-11,3.5364498690571e-10,0.0,0.800000011920929,0.20000000298023224,244,1,37.04525976727272,0.3124999999999999,0.0,0.0,0.0,0.6171875,0.3828125,0.3828125,0.0,0.0,0.023977275369350154,0.016905226881259266,0.07992425123116717,0.029785141117263558,0.0,0.0,0.8909619234958122,0.07305201439799804,245,395,0,0.0,unified_latency_centric_excl_energy_interf,-0.025902722077444196,1.1528244018554688,1.1528244018554688,1.1528243899345398,0.5766195058822632,-0.0004975340852979571,0.0172185136936605,0.7745241641998291,0.3828125,0.386328125,0.0,1.2932719111442565,0.70871821641922,5,10,0.007663215044885874,0.007423638668842613,-1,-1,0,False,0.00013966745921874994,0.0,0.072686
800,27,2.027427911758423,2.7,idle,terminated,0.04564833641052246,1.23250512125585,1.23250512125585,0.20865060389041895,0.04809106886386871,0.75,0.75,0.9665271966527197,1.7944444444444447,2.4450000000000003,18,2.7462354469299326,2.700000000000001,0.07002167551250205,0.4095799553776752,0.01630694213254036,-0.019825366095260304,5,0.25,0.004291845493562232,0.9828326180257511,0.012875536480686695,0.004291845493562232,0.9828326180257511,0.012875536480686695,0.5453890719071582,4.37037037037037,11.7,0.5455578045164785,0.8888032972812653,9.357927193559545e-12,3.237970724878636e-10,5.0231908910181033e-11,2.61421786995619e-10,0.0,0.800000011920929,0.20000000298023224,232,1,34.93722785457861,0.18518518518518515,0.0,0.0,0.0,0.5685185185185185,0.43148148148148147,0.43148148148148147,0.0,0.0,0.033245093060328156,0.022470928295477775,0.11081697686776049,0.030460468706746326,0.0,0.0,0.8701297931249132,0.09256200478054834,233,307,0,0.0,unified_latency_centric_excl_energy_interf,0.015660935384221374,1.0283982455730438,1.0283982455730438,1.0283982813358308,0.4493611007928848,0.0010518878421862609,0.025535710528492926,0.45997594892978666,0.43148148148148147,0.43125,0.0,1.0528549432754517,0.9356441140174866,5,10,0.00979685503989458,0.00954915639013052,-1,-1,0,False,0.00013268408625781244,0.0,0.072659
801,27,2.033233165740967,2.7,idle,terminated,0.04471341893076897,1.2072622816503586,1.2072622816503586,0.20819201916456215,0.0483839251101017,0.75,0.75,0.968503937007874,1.7777777777777781,2.500000000000001,18,2.7737147974967966,2.700000000000001,0.07212631705480366,0.3572579857351682,0.02064857070664855,-0.022727313483202848,5,0.25,0.0,0.991869918699187,0.008130081300813009,0.0,0.991869918699187,0.008130081300813009,0.5455685781728891,3.4444444444444446,10.0,0.5456531209895363,0.8733013927936553,7.647566954704921e-11,4.0522377120488784e-10,1.244631897545645e-10,4.232959205374695e-10,0.0,0.800000011920929,0.20000000298023224,246,0,36.51911569090908,0.18518518518518515,0.0,0.0,0.0,0.5444444444444444,0.4555555555555556,0.4555555555555556,0.0,0.0,0.027296550060881303,0.018054492409899297,0.09098850020293762,0.030184033772680544,0.0,0.0,0.8741704947336307,0.08839573868104011,246,294,0,0.0,unified_latency_centric_excl_energy_interf,0.00816290695220232,1.1266357421875,1.1266357421875,1.1266358017921447,0.536580628156662,0.01327234976924956,0.030874570179730654,1.079373288154602,0.45555555555555555,0.453515625,0.0,1.2240331649780274,0.726788067817688,5,10,0.028383756056427956,0.025079058296978464,-1,-1,0,False,0.00013268408625781244,0.0,0.072632
802,26,2.019681215286255,2.6,idle,terminated,0.02414049580693245,0.6276529246761406,0.6276529246761406,0.1141216941177845,0.029069693759083748,0.65,0.65,0.9307692307692308,2.0187500000000007,2.450000000000001,16,2.8055796909332287,2.600000000000001,0.09633014513260713,0.4676581030540013,0.031169245374374377,-0.030553102905933622,7,0.35,0.0,0.9958847736625515,0.00411522633744856,0.0,0.9958847736625515,0.00411522633744856,0.5216264448737582,3.576923076923077,12.0,0.5216264448737582,0.894684961438179,6.895219464841951e-11,3.6483931015185426e-10,1.1645218123135237e-10,4.315996018910969e-10,0.0,0.800000011920929,0.20000000298023224,243,0,34.19416230260868,0.11538461538461538,0.0,0.0,0.0,0.5326923076923077,0.4673076923076923,0.4673076923076923,0.0,0.0,0.023205752065524696,0.013907229486722685,0.0773525068850823,0.05004142016550271,0.0,0.0,0.7964403020503663,0.14165191763597348,243,277,0,0.0,unified_latency_centric_excl_energy_interf,0.0033816877752542497,1.1256945967674254,1.1256945967674254,1.1256945610046387,0.5357298970222473,0.0004918269929476083,0.031801022589206696,0.3773957759141922,0.4673076923076923,0.468359375,0.0,1.1867794036865233,0.8558691918849946,5,10,0.012283745221793652,0.010636966116726394,-1,-1,0,False,0.00013268408625781244,0.0,0.072606
803,26,1.8544716835021973,2.6,idle,terminated,0.034886643290519714,0.9070527107720672,0.9070527107720672,0.132651187479496,0.03836555406451225,0.85,0.85,0.958904109589041,1.8058823529411772,2.440000000000001,17,2.670590672492982,2.600000000000001,0.08385156856573876,0.34928218549836454,0.026050562874975935,-0.03174565780621301,3,0.15,0.009433962264150943,0.9905660377358491,0.0,0.009433962264150943,0.9905660377358491,0.0,0.5075433938943136,2.3461538461538463,6.0,0.507587166005886,0.8800610661506653,5.34682281089216e-11,2.828173181756987e-10,7.812567259790626e-11,3.039274915073164e-10,0.0,0.800000011920929,0.20000000298023224,210,2,30.30266519999999,0.0769230769230769,0.0,0.0,0.0,0.5923076923076923,0.4076923076923077,0.4076923076923077,0.0,0.0,0.02467559467124838,0.012969155567878808,0.08225198223749454,0.04035201712924957,0.0,0.0,0.8409657763817596,0.10976366074222862,212,308,0,0.0,unified_latency_centric_excl_energy_interf,0.014795248792506755,0.9941993653774261,0.9941993653774261,0.9941993832588196,0.5413046956062317,-0.007388598568650195,0.02820217264816165,0.39650662839412687,0.4076923076923077,0.40859375,0.0,0.9921762883663178,1.0033825874328612,5,10,0.01330104935914278,0.007276721535527017,-1,-1,0,False,0.00013268408625781244,0.0,0.07258
804,26,1.977970838546753,2.6,idle,terminated,0.04007818177342415,1.042032762521733,1.042032762521733,0.1586296707391739,0.0434143990278244,0.8,0.8,0.9418604651162791,2.0111111111111115,2.500000000000001,18,2.7247185611724865,2.600000000000001,0.07397859942704367,0.347215719177191,0.026341477900023478,-0.00465057501426111,4,0.2,0.0,1.0,0.0,0.0,1.0,0.0,0.49798626594890194,5.3076923076923075,12.0,0.49798626594890194,0.8646403431892393,7.448047734115448e-11,2.119160284752562e-10,7.559125547729195e-11,2.55650824121378e-10,0.0,0.800000011920929,0.20000000298023224,244,0,35.913013216666656,0.0769230769230769,0.0,0.0,0.0,0.5307692307692308,0.46923076923076923,0.46923076923076923,0.0,0.0,0.03316177502066252,0.021555789255783327,0.11053925006887508,0.031717408112051836,0.0,0.0,0.8414590563952363,0.11836078195900611,244,276,0,0.0,unified_latency_centric_excl_energy_interf,0.00647000870667398,0.9698306143283844,0.9698306143283844,0.9698305904865265,0.4163179785013199,0.004056172336277086,0.011813733633607626,0.26680388003587724,0.46923076923076923,0.469140625,0.0,0.9605923533439636,1.0138047575950622,5,10,0.012614945881068707,0.011443431163206693,-1,-1,0,False,0.00013268408625781244,0.0,0.07255400000000001
805,25,1.833784818649292,2.5,idle,terminated,0.055738769471645355,1.3934693152302375,1.3934693152302375,0.2985764354467389,0.059094443917274475,0.85,0.85,0.9791666666666666,1.6,2.2600000000000007,17,2.570345795154572,2.500000000000001,0.06920269069099118,0.4405677084082153,0.01886308665374925,-0.027295862436294453,3,0.15,0.0,1.0,0.0,0.0,1.0,0.0,0.5164882025159896,3.0,8.0,0.5164882025159896,0.8752397924661635,6.69444152889831e-11,3.904847306612777e-10,1.0397761124325555e-10,4.1484289614590593e-10,0.0,0.800000011920929,0.20000000298023224,235,0,35.39463646857142,0.15999999999999998,0.0,0.0,0.0,0.53,0.47,0.47,0.0,0.0,0.028241844629589577,0.017482622480947653,0.09413948209863192,0.025753300248291505,0.0,0.0,0.8905156823341426,0.07717404555086928,235,265,0,0.0,unified_latency_centric_excl_energy_interf,-0.015502251396537759,1.0315649151802062,1.0315649151802062,1.0315648913383484,0.49094001650810243,-0.0015745406621135772,0.006783950142562389,0.9525458335876464,0.47,0.46328125,0.0,1.053755235671997,0.935556161403656,5,5,0.0043117934837937355,0.0032907768269069483,-1,-1,0,False,0.00013268408625781244,0.0,0.07252900000000001
806,27,1.8777885437011719,2.7,idle,terminated,0.051084112375974655,1.3792708450754687,1.3792708450754687,0.18959645032882688,0.05561405047774315,0.75,0.75,0.9617021276595744,1.4666666666666666,2.0000000000000004,15,2.807275271415712,2.700000000000001,0.06407568101131554,0.4010943247713006,0.01960764866340877,-0.026879611169850333,5,0.25,0.0,1.0,0.0,0.0,1.0,0.0,0.5023507190833765,2.2962962962962963,7.399999999999999,0.5023507190833765,0.8612803399562835,6.132293978167169e-11,3.307543239294829e-10,9.827537394979657e-11,3.571778914301936e-10,0.0,0.800000011920929,0.20000000298023224,226,0,34.36674794526314,0.2962962962962962,0.0,0.0,0.0,0.5814814814814815,0.4185185185185185,0.4185185185185185,0.0,0.0,0.027079912929189712,0.01739647021931226,0.09026637643063237,0.027894307916381374,0.0,0.0,0.8930031990580347,0.0726022694550795,226,314,0,0.0,unified_latency_centric_excl_energy_interf,-0.007391901686787605,0.9661840677261353,0.9661840677261353,0.9661840438842774,0.5066632121801377,-0.0052253712085075675,0.01937031392008066,0.9675192892551422,0.4185185185185185,0.413671875,0.0,0.9507806301116943,1.0172153413295746,5,10,0.007154687307775021,0.004641587432706722,-1,-1,0,False,0.00013268408625781244,0.0,0.07250200000000001
807,25,1.8542451858520508,2.5,idle,terminated,0.03362935036420822,0.8407337589615587,0.8407337589615587,0.13912089765071867,0.03853083774447441,0.7,0.7,0.9307359307359307,1.8200000000000005,2.4300000000000006,15,2.6942107677459726,2.500000000000001,0.10037026945470114,0.39690317507322326,0.030794495174913068,-0.019839510202407765,6,0.3,0.0,1.0,0.0,0.0,1.0,0.0,0.49859359957277777,2.28,5.0,0.49859359957277777,0.8739271461963652,5.951022313821497e-11,3.604007300928023e-10,1.1466055188646962e-10,3.742105528226063e-10,0.0,0.800000011920929,0.20000000298023224,216,0,30.06709757818181,0.11999999999999998,0.0,0.0,0.0,0.568,0.43200000000000005,0.43200000000000005,0.0,0.0,0.028826480472722123,0.013801677503637495,0.09608826824240707,0.039010782373352836,0.0,0.0,0.8302225299695615,0.12184383771504263,216,284,0,0.0,unified_latency_centric_excl_energy_interf,-0.008256550552323461,1.1744895935058595,1.1744895935058595,1.1744896173477173,0.4845269739627838,0.0073071115650236605,0.02070423439145088,0.42606621980667114,0.432,0.41796875,0.0,1.2490168333053588,0.9079233527183532,5,5,0.014864964410662651,0.014727213978767395,-1,-1,0,False,0.00013268408625781244,0.0,0.07247700000000001
808,24,1.7500107288360596,2.4000000000000004,idle,terminated,0.04517209157347679,1.084130168117184,1.084130168117184,0.18978611826896669,0.04802412912249565,0.7,0.7,0.9230769230769231,1.6666666666666672,2.2600000000000007,15,2.5951800823211673,2.400000000000001,0.11083499939543225,0.5486376284463298,0.029568309426353866,-0.023447562381625108,6,0.3,0.0,1.0,0.0,0.0,1.0,0.0,0.495341560523957,2.2916666666666665,5.849999999999998,0.495341560523957,0.8490366429090497,9.584426308162364e-11,3.368895801214577e-10,1.1391341342426031e-10,3.545031046492396e-10,0.0,0.800000011920929,0.20000000298023224,216,0,32.86369120399999,0.16666666666666666,0.0,0.0,0.0,0.55,0.44999999999999996,0.44999999999999996,0.0,0.0,0.029937045337661675,0.01693053084117464,0.09979015112553886,0.0314852753328931,0.0,0.0,0.8643568616911916,0.0966225010379509,216,264,0,0.0,unified_latency_centric_excl_energy_interf,0.009346133843064309,0.8593392491340637,0.8593392491340637,0.8593392729759216,0.4782111823558807,0.009688175423070789,0.008596320264041423,0.237216717004776,0.45,0.46171875,0.0,0.7935498356819153,1.1433011054992677,5,5,0.022507432848215103,0.020724200829863548,-1,-1,0,False,0.00013268408625781244,0.0,0.072453
809,28,2.0024259090423584,2.8000000000000003,idle,terminated,0.043303973972797394,1.2125113985408942,1.2125113985408942,0.19366399496793746,0.04706674441695213,0.85,0.85,0.9727626459143969,1.8166666666666673,2.375,18,2.8598091912269608,2.800000000000001,0.05701671261600544,0.3654690031724382,0.018987678932659676,-0.02230429930346348,3,0.15,0.0,1.0,0.0,0.0,1.0,0.0,0.5068242576497142,3.25,10.299999999999997,0.5068242576497142,0.8540140390396118,4.168621697830943e-11,3.258038810960428e-10,1.0369242964269887e-10,3.5655148000746086e-10,0.0,0.800000011920929,0.20000000298023224,250,0,36.88824814545454,0.21428571428571422,0.0,0.0,0.0,0.5535714285714286,0.4464285714285714,0.4464285714285714,0.0,0.0,0.02808937612887376,0.017351313224781423,0.09363125376291247,0.0315480697182757,0.0,0.0,0.8640451980808748,0.0971553254968917,250,310,0,0.0,unified_latency_centric_excl_energy_interf,-0.0062624754849821326,0.8939458906650544,0.8939458906650544,0.8939458668231964,0.5598128736019135,-0.008650291356025264,0.03239930532872677,0.2708144307136536,0.44642857142857145,0.444140625,0.0,0.8404657006263733,1.1019485235214233,5,10,0.0011532286880537868,0.0006506983627332363,-1,-1,0,False,0.00013268408625781244,0.0,0.072425
810,24,1.6478524208068848,2.4000000000000004,idle,terminated,0.07377801835536957,1.770672503215505,1.770672503215505,0.243321169167757,0.07588976621627808,0.95,0.95,0.9737991266375546,1.4631578947368424,1.9499999999999995,19,2.496509366035462,2.400000000000001,0.04713960491455888,0.34813362251772256,0.016666055548442884,-0.00452806572119388,1,0.05,0.0,1.0,0.0,0.0,1.0,0.0,0.4940965186668715,3.125,9.849999999999998,0.4940841940711865,0.854029244184494,6.024281073990778e-11,2.8160588305681227e-10,9.136050249658467e-11,4.061848496439419e-10,0.0,0.800000011920929,0.20000000298023224,223,0,40.33787947999999,0.24999999999999994,0.0,0.0,0.0,0.5354166666666667,0.46458333333333335,0.46458333333333335,0.0,0.0,0.040673317901073695,0.03072475253408278,0.13557772633691226,0.020353421275150274,0.0,0.0,0.9041793808793,0.07009291492361969,223,257,0,0.0,unified_latency_centric_excl_energy_interf,0.0025576149113476277,1.2250847101211548,1.2250847101211548,1.2250847339630127,0.487169075012207,0.010264470148831606,0.0,1.1083435535430908,0.46458333333333335,0.46171875,0.0,1.3525521278381347,0.6794587969779968,5,5,0.013743417337536812,0.013550704345107079,-1,-1,0,False,0.00013268408625781244,0.0,0.07240100000000001
811,29,2.2066144943237305,2.9000000000000004,idle,terminated,0.03278331086039543,0.950716138693642,0.950716138693642,0.1267908275127411,0.03562767058610916,0.85,0.85,0.9541984732824428,1.8941176470588241,2.3400000000000007,17,3.008499565124512,2.9000000000000012,0.09302209354415797,0.5871671987953323,0.025041995686100126,-0.027573612928390438,3,0.15,0.0,1.0,0.0,0.0,1.0,0.0,0.49984617244516466,2.689655172413793,9.199999999999996,0.49984617244516466,0.8761803478002548,9.170833190075278e-11,3.594735592526987e-10,1.2339886057421978e-10,4.712796985995025e-10,0.0,0.800000011920929,0.20000000298023224,250,0,35.63320078857142,0.2758620689655172,0.0,0.0,0.0,0.5689655172413793,0.43103448275862066,0.43103448275862066,0.0,0.0,0.026145788547712868,0.014835913639494215,0.08715262849237619,0.04168843917000281,0.0,0.0,0.83124958567322,0.1184430238388314,250,330,0,0.0,unified_latency_centric_excl_energy_interf,-0.001783576109301066,1.3569383502006531,1.3569383502006531,1.356938409805298,0.4719683974981308,-5.6883295474108306e-05,0.00538961049169302,1.4145026326179504,0.43103448275862066,0.43359375,0.0,1.439627504348755,1.0302557229995728,5,10,0.008981500752270222,0.005719862453406669,-1,-1,0,False,0.00013268408625781244,0.0,0.072372
812,27,1.9516143798828125,2.7,idle,terminated,0.047512032091617584,1.2828247516531466,1.2828247516531466,0.24239656627178183,0.049846284091472626,0.75,0.75,0.940677966101695,1.7000000000000004,2.5500000000000007,16,2.7940757250785837,2.700000000000001,0.06126589486793274,0.27263796236957466,0.023276825651226605,-0.04340862965142304,5,0.25,0.0,1.0,0.0,0.0,1.0,0.0,0.4909685219431089,2.111111111111111,6.699999999999999,0.4909685219431089,0.8790651232004165,3.313521679260134e-11,3.6139128495316055e-10,9.897051234109e-11,4.675272557985721e-10,0.0,0.800000011920929,0.20000000298023224,222,0,31.355125333333323,0.11111111111111108,0.0,0.0,0.0,0.5888888888888889,0.4111111111111111,0.4111111111111111,0.0,0.0,0.020037035482088038,0.008406631647403231,0.06679011827362678,0.02854285242978916,0.0,0.0,0.8973601848718191,0.06767393800371031,222,318,0,0.0,unified_latency_centric_excl_energy_interf,-0.002556576253846288,1.054739671945572,1.054739671945572,1.054739660024643,0.5417213261127471,0.0028004645137116313,0.025849840324372052,0.284685754776001,0.4111111111111111,0.411328125,0.0,1.0617436349391938,1.0228451311588287,5,10,0.01686730794608593,0.01602646643295884,-1,-1,0,False,0.00013268408625781244,0.0,0.072345
813,30,2.198464870452881,3.0,idle,terminated,0.03498572111129761,1.0495717329880874,1.0495717329880874,0.14378174543380737,0.038311801850795746,0.7,0.7,0.9455252918287937,1.8812500000000005,2.6500000000000012,16,3.165947914123536,3.0000000000000013,0.08432300378394543,0.45738570213058394,0.025993342580123466,-0.042519513964653186,6,0.3,0.0,1.0,0.0,0.0,1.0,0.0,0.5039091832842678,2.4,6.0,0.5039091832842678,0.8602996975183487,6.798019439036018e-11,2.670984988739631e-10,9.842698184270304e-11,3.0057954181206236e-10,0.0,0.800000011920929,0.20000000298023224,244,0,33.42897423679999,0.16666666666666663,0.0,0.0,0.0,0.5933333333333334,0.4066666666666666,0.4066666666666666,0.0,0.0,0.021660397443574307,0.00883957478179791,0.07220132481191435,0.035532087317872496,0.0,0.0,0.8662010331816038,0.09077065745441815,244,356,0,0.0,unified_latency_centric_excl_energy_interf,-0.005267464090138674,1.296309494972229,1.296309494972229,1.296309518814087,0.5130790740251541,-0.0008371165822609328,0.03819667734205723,0.8603918254375458,0.4066666666666667,0.409765625,0.0,1.4248011350631713,0.8466725945472717,5,10,0.014110838063061237,0.010333405155688515,-1,-1,0,False,0.00013268408625781244,0.0,0.072315
814,23,1.7533674240112305,2.3000000000000003,idle,terminated,0.057877395302057266,1.3311800940803327,1.3311800940803327,0.14851894676685332,0.061989039182662964,0.8,0.8,0.8914027149321267,1.5937500000000004,2.0250000000000004,16,2.4487684035301207,2.3000000000000007,0.1032579710307677,0.5150218344259551,0.03155345578222173,-0.026272610970165335,4,0.2,0.0,1.0,0.0,0.0,1.0,0.0,0.5150970224979455,2.4347826086956523,6.899999999999999,0.5150970224979455,0.8680547922849655,1.1013751369248759e-10,2.5702247830050593e-10,1.0679609974140192e-10,3.202974066529584e-10,0.0,0.800000011920929,0.20000000298023224,198,0,31.28134344727272,0.04347826086956521,0.0,0.0,0.0,0.5695652173913044,0.4304347826086956,0.4304347826086956,0.0,0.0,0.024587427168722743,0.01014701223630009,0.08195809056240909,0.024733872573114615,0.0,0.0,0.8939460931175994,0.07483407004275719,198,262,0,0.0,unified_latency_centric_excl_energy_interf,-0.05523969456553459,1.0120341658592225,1.0120341658592225,1.0120342135429383,0.4451787114143372,-0.0068218551576137544,0.007500163279473782,0.30261060893535613,0.43043478260869567,0.4265625,0.0,1.0282983779907227,0.94934641122818,5,5,0.0,-0.0026680003385990856,-1,-1,0,False,0.00013268408625781244,0.0,0.07229200000000001
815,28,2.0451478958129883,2.8000000000000003,idle,terminated,0.03883304074406624,1.0873251056409572,1.0873251056409572,0.16558531522750852,0.043366312980651855,0.65,0.65,0.8844444444444445,1.6642857142857146,2.2000000000000006,14,3.279006395339967,2.800000000000001,0.09076536747156351,0.4685404322881735,0.029607453278958175,-0.04970431819558165,7,0.35,0.005,0.995,0.0,0.005,0.995,0.0,0.5248048756537693,1.3571428571428572,4.0,0.5248492493132573,0.8647623777389528,6.517912251591262e-11,4.0337172491078377e-10,1.1360362650592037e-10,3.6179794576929315e-10,0.0,0.800000011920929,0.20000000298023224,199,1,27.848577616666656,0.14285714285714282,0.0,0.0,0.0,0.6428571428571429,0.3571428571428571,0.3571428571428571,0.0,0.0,0.014665441789497568,0.0030977756287788338,0.048884805964991895,0.03374263981222402,0.0,0.0,0.8830434086158018,0.07592036980621772,200,360,0,0.0,unified_latency_centric_excl_energy_interf,0.011410549469292163,1.16896995306015,1.16896995306015,1.1689699649810792,0.575968599319458,0.0030961757933255286,0.014234562031924724,0.593242022395134,0.35714285714285715,0.353515625,0.0,1.2577048420906067,0.9325416266918183,5,10,0.0215288195759058,0.018853134196251623,-1,-1,0,False,0.00013268408625781244,0.0,0.07226400000000001
816,23,1.5922133922576904,2.3000000000000003,idle,terminated,0.07063315063714981,1.624562618721108,1.624562618721108,0.2859920904040336,0.07266449928283691,0.9,0.9,0.9901960784313726,1.4666666666666668,2.1300000000000003,18,2.3194554042816167,2.3000000000000007,0.06838369508302984,0.42713812849471583,0.021982781700785298,-0.01836957288824991,2,0.1,0.0,1.0,0.0,0.0,1.0,0.0,0.5215508782102362,2.217391304347826,6.0,0.5215508782102362,0.8773122400045393,8.491669173382732e-11,4.568969369511675e-10,1.2749283573310066e-10,5.388942431183707e-10,0.0,0.800000011920929,0.20000000298023224,202,0,37.30340464533333,0.3478260869565217,0.0,0.0,0.0,0.5608695652173913,0.4391304347826087,0.4391304347826087,0.0,0.0,0.03466912056277375,0.022857458758714144,0.11556373520924582,0.021860598750223382,0.0,0.0,0.9072955676168875,0.0655452670344976,202,258,0,0.0,unified_latency_centric_excl_energy_interf,0.02591570857912302,1.2979043483734132,1.2979043483734132,1.2979043483734132,0.4010345995426178,0.009392285579815507,0.005353380925953388,1.674950623512268,0.4391304347826087,0.43359375,0.0,1.339021635055542,1.1407231092453003,5,5,0.014162175357341766,0.013580711372196673,-1,-1,0,False,0.00013268408625781244,0.0,0.072241
817,24,1.8188667297363281,2.4000000000000004,idle,terminated,0.044217538088560104,1.0612208979452427,1.0612208979452427,0.17584709450602523,0.04873664304614067,0.85,0.85,0.9917355371900827,1.8388888888888895,2.2150000000000003,18,2.4136634206771856,2.400000000000001,0.11357402713738783,0.7456903222415295,0.023184617490159248,-0.014944608410199473,3,0.15,0.0,1.0,0.0,0.0,1.0,0.0,0.5384601867757738,5.041666666666667,12.699999999999996,0.5384601867757738,0.9008866190910336,4.2685868728575826e-11,5.137059805315749e-10,1.3750198202266972e-10,5.312585621419778e-10,0.0,0.800000011920929,0.20000000298023224,240,0,41.36407068631578,0.20833333333333331,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.029831196978000678,0.01938351801756805,0.09943732326000217,0.03095789846353641,0.0,0.0,0.8576622037621037,0.10315904250583763,240,240,0,0.0,unified_latency_centric_excl_energy_interf,-0.018444224540144206,1.1847260475158692,1.1847260475158692,1.1847260475158692,0.498915833234787,0.005625751439947635,0.008791208919137716,1.1483154535293578,0.5,0.5203125,0.0,1.2254212141036986,0.9693964004516602,5,5,0.010180882178246975,0.00950698759406805,-1,-1,0,False,0.00013268408625781244,0.0,0.072217
